sample	H9.24h_066	H9.96h_029	H9.96h_180	H9.96h_095	H9.72h_094	H9.96h_056	H9.96h_165	H9.72h_050	H9.00hb4s_067	H9.72h_072	H9.12h_103	H9.96h_023	H9.36h_110	H9.24h_052	H9.72h_125	H9.96h_184	H9.36h_058	H9.96h_182	H9.72h_128	H9.96h_146	H9.96h_110	H9.96h_072	H9.72h_106	H9.72h_086	H9.36h_086	H9.36h_084	H9.96h_056	H9.72h_097	H9.00hb4s_056	H9.00hb4s_084	H9.24h_063	H9.96h_123	H9.00hb4s_058	H9.36h_112	H9.24h_054	H9.36h_163	H9.36h_083	H9.96h_179	H9.72h_034	H9.00hb4s_045	H9.00hb4s_096	H9.36h_010	H9.72h_068	H9.36h_029	H9.24h_029	H9.36h_147	H9.12h_062	H9.12h_043	H9.96h_104	H9.36h_103	H9.24h_021	H9.96h_192	H9.36h_126	H9.36h_171	H9.72h_105	H9.96h_040	H9.00hb4s_072	H9.72h_016	H9.12h_005	H9.36h_101	H9.00hb4s_087	H9.00hb4s_067	H9.96h_021	H9.72h_077	H9.36h_109	H9.00hb4s_053	H9.36h_119	H9.96h_184	H9.72h_029	H9.96h_059	H9.72h_040	H9.36h_170	H9.96h_039	H9.96h_116	H9.96h_169	H9.96h_175	H9.00hb4s_078	H9.96h_113	H9.36h_103	H9.36h_176	H9.96h_182	H9.36h_092	H9.96h_015	H9.96h_081	H9.96h_158	H9.36h_074	H9.36h_159	H9.24h_075	H9.72h_113	H9.12h_038	H9.96h_098	H9.24h_026	H9.72h_035	H9.24h_033	H9.00hb4s_016	H9.96h_114	H9.72h_087	H9.96h_160	H9.36h_096	H9.72h_111
HTR7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.9425	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.2055	0.0	0.0	1.0	0.0	6.5078	0.0	0.0	0.0	0.0	0.0	0.0	2.3219	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.3219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0219	0.0	10.545	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
IGF2	0.0	5.2095	0.0	3.1699	1.0	10.6686	2.0	4.7549	0.0	5.5853	0.0	6.0	0.0	0.0	4.1699	1.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	1.585	0.0	0.0	10.6686	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.585	0.0	8.6959	0.0	3.4621	0.0	1.0	0.0	0.0	4.4594	0.0	1.0	0.0	0.0	1.0	4.8104	5.7549	2.8074	1.0	1.585	3.3219	4.1699	2.585	0.0	3.0	0.0	3.1699	0.0	0.0	7.4594	4.3219	0.0	3.4594	4.5236	0.0	3.0	0.0	6.9217	0.0	4.1699	0.0	0.0	1.585	3.4594	0.0	1.585	4.1699
IL1RL1	0.0	2.7355	3.4383	2.5185	0.0	0.0	2.8115	3.067	1.3505	8.8299	0.0	1.0	1.6135	0.0	5.4899	1.8319	0.0	1.585	1.8074	2.7634	3.2048	2.926	3.6702	2.3674	0.0	1.5993	0.0	10.1423	2.7761	1.5705	0.0	2.5801	0.0	3.1747	1.5945	1.0	2.8639	2.319	3.904	0.9928	0.0	1.9222	4.7517	1.269	0.0	1.5898	0.0	0.0	2.5801	1.585	1.0	2.6871	2.9126	0.0	0.0	0.9411	0.9928	3.8748	0.0	3.6826	2.2172	1.3505	4.3241	1.5993	2.516	0.0	0.0	1.8319	1.5993	0.0	1.6182	3.3234	0.0	1.4594	1.8992	3.6076	2.251	3.2765	1.585	5.0875	1.585	2.8298	3.9402	0.9709	0.0	1.0072	1.585	0.0	2.3219	0.0	2.3016	0.0	5.285	0.0	0.0	0.0	6.2207	2.1635	1.0	4.3723
IMPAD1	7.3605	7.6979	6.6292	2.7225	5.2506	10.958	7.9649	8.4016	6.9632	9.5039	6.3945	10.3699	8.5216	5.6885	9.4779	6.3261	5.7148	1.6736	7.5624	3.3262	8.1098	9.32	8.7208	8.8857	8.5106	7.745	10.958	6.9686	3.7918	4.111	4.3695	6.9279	1.7613	7.9129	6.4591	8.4154	4.4627	1.2327	6.6053	1.7049	0.0	3.9001	5.1457	8.6944	7.1979	6.0361	0.0	4.7549	7.3264	7.3619	7.7366	9.0176	7.0571	7.6881	8.1657	9.0292	7.0079	8.6647	6.7953	8.5708	6.4957	6.9632	8.4037	8.7894	7.4416	3.6724	7.2497	6.3261	7.9493	10.2377	8.1739	4.5466	11.1479	8.6223	8.7312	2.9355	6.3012	8.414	7.3619	8.3815	1.6736	8.0879	9.316	9.3874	8.3149	6.1613	7.9999	5.8286	7.308	7.0407	9.473	5.572	9.5466	8.2146	5.2319	10.1429	8.3649	2.4621	8.3595	6.898
ITGA4	0.0	10.1836	1.5261	0.0	3.0	1.585	6.4263	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8.7026	0.0	3.9928	0.0	6.7351	0.0	9.2456	0.0	6.4429	0.0	0.0	1.585	0.0	0.0	0.0	0.0	1.0	0.0	6.9069	0.0	0.0	6.8074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7004	0.0	0.0	0.0	0.0	0.0	0.0	10.0749	0.0	8.7482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6724	8.7026	0.0	3.3219	0.0	0.0	8.0388	0.0	1.0	7.96	0.0	7.3328	0.0	0.0	3.9928	0.0	0.0	0.0	2.254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.8549	0.0	8.293	0.0	6.9246
ITGB8	2.9727	0.0	7.9847	2.6668	3.9107	1.8278	1.7824	2.0072	1.8032	1.1953	0.0	0.9782	0.0	1.9635	0.0	0.0	2.211	2.359	3.0215	0.0	2.3561	0.0	1.6554	2.1827	1.5656	2.342	1.8278	7.8072	1.3103	1.903	1.2079	1.7093	0.9855	2.4114	3.4634	0.0	7.1338	3.067	1.0144	4.8079	0.0	3.9174	2.067	2.2418	0.0	3.0583	0.0	0.0	1.0909	2.254	8.4743	1.2449	1.1043	6.1785	4.1522	0.0	6.0968	3.0126	0.0	3.2972	0.9928	1.8032	0.9855	8.389	2.9336	7.5666	6.8618	0.0	3.9126	6.0575	5.2813	3.3161	1.0356	0.0	1.0426	1.373	1.1177	1.9222	2.254	1.669	2.359	5.9563	3.0618	0.0	7.8296	1.433	1.9411	0.111	6.1434	0.0	0.8319	0.0	1.3561	5.3702	6.8255	0.0	6.2075	0.0976	6.2217	6.0072
JAK2	8.5623	0.0	0.0	1.0	0.0	0.0	0.0	5.0535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.3974	3.3785	0.0	0.0	0.0	0.0	0.9709	5.7549	0.0	0.0	1.0215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4594	0.0	7.1858	2.842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.858	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	6.2288	0.0	0.0	0.9709	0.0	0.0	0.9486	4.6439	7.3974	1.585	0.0	6.3923	0.9561	8.9404	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.8457	0.0	0.0	0.0	1.585	5.1723	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
JMY	1.0	4.9593	5.7134	2.6041	0.0	0.0	1.8797	4.5279	2.5801	5.3579	1.5211	0.0	1.5945	1.0	0.0	1.9709	3.211	0.9782	1.6554	1.0841	0.0	0.0	5.0904	6.0072	4.7054	4.7549	0.0	0.6041	6.9753	0.0	0.6415	3.8063	3.1969	5.0553	8.5662	2.98	7.4816	0.0	0.0	0.0704	3.0426	5.2012	4.0951	6.8431	8.3798	4.3792	1.0	0.0	1.5753	1.6508	4.4867	0.0	0.0	3.3632	1.0976	1.4542	2.0704	8.5355	4.5236	1.2449	1.5211	2.5801	0.0	0.8319	1.111	2.5753	5.8826	1.9709	3.4236	4.5236	1.2265	1.7824	2.3219	2.3219	0.0	1.5607	0.0	0.7991	1.6508	4.327	0.9782	1.157	0.0	1.0426	1.926	7.1546	0.0	1.0215	0.0	5.3923	1.0	1.0	2.669	9.1504	0.0	0.0	8.1636	1.0	4.1803	5.6285
JRKL	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.9069	6.4919	0.0	0.0	0.0	0.0	0.0	0.0	2.8074	0.0	0.0	3.6392	0.0	0.0	4.1699	0.0	0.0	0.0	0.0	4.7004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8074	0.0	2.0	2.3219	2.3219	3.0	0.0	0.0	7.8612	0.0	0.0	0.0	0.0	0.0	2.3219	0.0	5.1699	0.0	2.8074	2.585	0.0	0.0	1.585	2.5826	8.5516	4.9069	0.0	0.0	0.0	0.0	0.0	0.0	2.3219	1.585	0.0	0.0	0.0	0.0	1.585	0.0	2.3219	3.4594	0.0	0.0	0.0	1.585	0.0	8.3443	0.0	0.0	1.0	1.0	0.0	0.0	1.585	0.0	1.585	0.0	1.0	0.0	1.585	0.0	0.0	0.0
KBTBD8	0.0	0.0	0.0	7.2288	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	2.3219	3.585	0.0	1.0	6.5546	3.585	0.0	0.0	0.0	0.0	0.0	0.0	7.3663	0.0	0.0	2.3219	2.3219	1.0	6.0	2.585	3.8074	8.3443	1.0	0.0	0.0	6.858	2.0	6.4757	0.0	0.0	0.0	7.6299	0.0	3.585	0.0	0.0	7.4596	8.5885	0.0	0.0	7.7136	0.0	0.0	1.585	0.0	3.4594	6.7415	0.0	1.585	0.0	0.0	7.7879	1.0	4.1699	0.0	0.0	0.0	0.0	2.9392	8.4757	0.0	0.0	9.5077	0.0	0.0	7.4596	8.3264	6.5546	1.0	1.0	0.0	0.0	4.8074	5.9542	10.1674	5.4919	0.0	0.0	7.9484	7.2761	5.8074	6.8202	0.0	0.0	0.0	0.0	1.585
KCNJ2	0.0	0.0	0.0	0.0	4.1699	0.0	0.0	4.6439	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.6795	0.0	0.0	0.0	0.0	0.0	7.3398	3.7004	4.3219	0.0	0.0	0.0	0.0	0.0	5.8074	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	7.2016	0.0	8.1085	2.0	7.6795	0.0	4.5236	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.4594	0.0	0.0	6.3219	0.0	0.0
KCTD12	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	4.3923	0.0	0.0	0.0	0.0	0.0	10.6091	0.0	0.0	0.0	3.6713	0.0	0.0	0.0	9.2514	3.9069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.585	0.0	1.585	0.0	3.7004	0.0	1.0	1.585	0.0	0.0	0.0	0.0	5.9773	0.0	5.3219	4.6439	4.9542	0.0	0.0	6.0661	0.0	1.0	0.0	0.0	3.0	5.3219	0.0	4.3923	0.0	8.0851	0.0	0.0	0.0	3.9069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	8.9513	0.0	0.0	3.1699	0.0
KDM6A	4.9542	1.585	0.0	1.0	4.2479	0.0	0.0	4.5236	0.0	8.1597	3.4594	5.6444	4.0875	0.0	5.4919	0.0	0.0	0.0	0.0	0.0	0.0	2.3219	3.5122	0.0	6.0661	5.5214	0.0	6.0345	4.7549	7.401	6.4092	6.487	6.7004	6.126	6.7814	7.3283	0.0	0.0	0.0	6.2668	4.4039	1.585	2.0	0.0	2.585	4.8074	6.2279	3.5838	1.0	4.7004	6.2479	8.7074	0.0	7.4644	0.0	0.0	7.5981	7.5402	9.6257	5.3219	9.5622	0.0	0.0	0.0	1.585	7.5999	5.0	0.0	4.0224	8.3837	4.0	2.585	0.0	2.3219	0.0	5.8812	2.3219	0.0	4.7004	2.3219	0.0	3.8074	1.585	0.0	5.4919	5.6261	5.1326	0.0	1.0	6.2095	1.0	7.0768	2.0	5.7814	5.3533	4.4594	0.0	0.0	8.7016	1.585
KIAA0895	0.0	0.0	6.6456	0.0	0.0	0.0	0.0	3.1699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6323	0.0	0.0	4.5844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	6.2479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6323	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIF18A	2.0	2.3219	9.6882	6.3923	4.3923	0.0	0.0	5.2095	0.0	1.0	4.2479	0.0	7.6965	0.0	0.0	0.0	5.7764	0.0	5.5546	0.0	0.0	1.585	0.0	3.1699	0.0	1.0072	0.0	1.0	4.8074	1.585	0.0	5.8826	0.0	9.0503	8.7313	3.4594	0.0	0.0	4.9069	6.919	7.0662	0.0	4.3923	8.2479	3.0	5.858	5.5236	4.2479	7.2574	0.0	0.0	5.8074	8.5919	5.858	7.2668	0.0	8.3127	0.0	0.0	0.0	3.4594	0.0	0.0	0.0	6.1497	0.0	5.9773	0.0	0.0	4.9542	0.0	3.0	0.0	0.0	2.8074	0.0	1.585	0.0	0.0	6.7201	0.0	1.585	1.0	1.0	0.0	4.0081	7.4838	0.0	7.2761	7.6935	0.0	0.0	5.6147	0.0	4.9069	8.1898	0.0	0.0	0.0	0.0
KITLG	8.4221	1.0	0.0	0.0	3.8074	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8.098	0.0	0.0	0.0	0.0	0.0	0.0	2.585	0.0	0.0	6.585	0.0	0.0	0.0	0.0	7.8265	0.0	3.7004	0.0	1.0	2.0	4.0	0.0	8.29	0.0	3.8074	1.0	0.0	0.0	0.0	4.1699	0.0	1.0	3.3219	0.0	6.9189	3.8074	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9189	1.585	0.0	3.1699	0.0	1.0	0.0	0.0	0.0	8.9189	0.0	0.0	0.0	0.0	0.0	6.2479	0.0	0.0	2.585	0.0	0.0	6.0
KL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLHL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KPNA5	0.0	0.0	0.0	2.585	2.0	0.0	0.0	3.0	0.0	0.0	5.8074	4.9069	0.0	0.0	8.4009	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8074	0.0	0.0	0.0	0.0	0.0	5.1293	0.0	0.0	0.0	2.0	1.0	0.0	0.0	5.5546	0.0	5.8329	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.585	8.9542	4.3212	0.0	0.0	6.2095	3.0	0.0	0.0	1.585	0.0	5.9542	0.0	0.0	3.0018	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5394	0.0	0.0	0.0	0.0	1.585	0.0	1.585	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.585	2.0	2.0
LAMA2	0.0	2.0	0.0	5.4919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.3219	0.0	1.585	3.3219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0875	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	2.1763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.375	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.1699	0.0	0.0	0.0	0.0	0.0	3.3219	0.0	3.0	5.0875	2.3219	0.0	0.0	7.4015	0.0	0.0	0.0	0.0	0.0	1.0	3.3219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.585
LEFTY2	0.0	0.0	4.9542	0.0	1.0	0.0	0.0	0.0	5.8293	4.9069	0.0	1.0	4.6439	0.0	1.0	0.0	0.0	0.0	4.1699	0.0	1.585	1.585	5.4919	5.2913	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	6.1878	0.0	6.4561	0.0	0.0	0.0	0.0	0.0	2.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0875	4.5236	0.0	0.0	6.3076	0.0	7.2489	0.0	5.7279	0.0	0.0	0.0	5.8293	4.2296	0.0	0.0	0.0	2.1763	0.0	0.0	6.1699	0.0	1.0	8.5808	0.0	0.0	0.0	0.0	0.0	5.0875	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	3.1699	0.0	6.7415	0.0	2.0
LIMCH1	0.0	0.0	2.0	1.0	0.0	1.0	1.585	0.0	0.0	7.1997	0.0	7.8455	0.0	0.0	0.0	11.3808	0.0	1.0	0.0	0.0	0.0	8.6257	4.2479	0.0	0.0	0.0	1.0	0.0	6.9999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8.7555	0.0	0.0	0.0	0.0	1.0	8.3576	0.0	0.0	0.0	0.0	3.3219	0.0	0.0	1.585	0.0	8.1188	4.7004	9.036	6.4261	5.0	0.0	0.0	0.0	0.0	1.0	5.2095	0.0	0.0	2.3132	11.3808	0.0	7.6653	0.0	3.0	1.585	4.5236	0.0	8.7074	0.0	1.585	0.0	0.0	1.0	0.0	0.0	2.0	3.0	0.0	1.0	0.0	0.0	0.0	7.5469	1.0	8.4261	0.0	0.0	10.3741	0.0	11.3078	0.0	0.0
LNPEP	0.0	0.0	0.0	0.0	4.5236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.3131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	7.0661	0.0	0.0	0.0	0.0	7.9435	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.3219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100329135	4.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LPL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7279	0.0	0.0	0.0	0.0	0.0	3.9069	0.0	0.0	0.0	0.0	5.6439	0.0	0.0	0.0	7.3923	0.0
LRAT	1.6415	8.3137	3.6159	2.0072	0.669	0.8953	1.9635	1.9411	9.6795	0.0	7.2618	0.0	2.5261	0.0	5.8997	2.342	0.2141	1.0	2.6576	1.546	1.3505	1.6599	1.9449	6.4726	2.6826	2.4542	0.8953	1.6871	7.3392	9.4536	0.0	2.4087	8.932	3.5122	2.144	1.9819	3.4316	2.6439	1.696	6.4385	10.2007	1.6229	3.1969	2.585	1.4276	1.6508	3.9069	1.585	0.0	3.1359	2.729	3.1859	0.0	5.5195	2.6159	1.585	10.0546	3.1094	3.7004	2.1309	8.4996	9.6795	3.2357	1.275	3.1538	8.5008	2.8738	2.342	0.0	0.0	0.0	3.4476	0.0	0.9486	1.0286	3.9021	9.5988	3.0892	3.1359	1.5993	1.0	3.5298	2.1506	1.7824	2.1763	2.696	3.332	0.0	5.5392	5.4598	2.6064	1.5801	1.1375	1.0635	9.3821	0.0	1.1635	2.6299	1.8156	2.8359
LRRC32	0.0	0.0	0.0	0.0	4.858	11.2917	0.0	0.0	0.0	0.0	0.0	6.2479	5.4594	0.0	0.0	0.0	4.4594	0.0	3.1699	0.0	0.0	0.0	0.0	2.0	5.0	2.3219	11.2917	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.5236	0.0	0.0	3.585	0.0	0.0	0.0	2.3219	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3219	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1699	6.7004	0.0	2.3219	0.0	0.0	7.2675	0.0	2.0	3.0	5.9307	0.0	0.0	0.0	0.0	0.0	4.7549	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	7.7883	0.0	0.0	0.0	0.0	4.6439	0.0	0.0	1.585	0.0
LSAMP	0.0	2.3074	0.0	0.84	0.0	0.0	0.0	1.0	1.0	1.585	0.0	2.0179	6.4163	0.0	3.9107	0.0	0.0	3.9069	0.0	2.585	1.585	10.3499	1.0144	4.3427	2.8074	4.6444	0.0	0.0	4.3923	0.0	0.0	1.585	0.0	1.0	0.0	2.5705	3.7015	0.0	1.0	0.0	1.585	1.157	1.585	0.0	1.0	3.7093	0.0	0.0	1.5753	1.0	0.0	6.3038	5.2095	3.4594	1.0	5.0875	5.9305	1.0215	0.0	1.0	0.9855	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	5.4919	1.0	0.0	7.0	2.8074	0.0	0.0	0.0	0.0	1.0	0.0	3.9069	0.0	7.6403	8.9571	0.0	0.0	4.9542	0.0	1.0	0.0	2.0	3.8074	0.0	0.0	0.0	8.3531	0.8639	2.0	1.6182	0.0
LUM	0.0	1.585	9.4596	8.5887	8.7748	0.0	12.0019	10.6582	0.0	12.7427	0.0	1.0	0.0	0.0	9.4974	2.3219	3.1699	7.4757	8.832	9.7747	8.0983	6.7549	9.9024	8.2239	5.0444	0.0	0.0	7.7944	0.0	0.0	0.0	8.4998	0.0	1.0	0.0	1.585	1.0	0.0	7.6865	0.0	0.0	0.0	6.6582	0.0	0.0	0.0	0.0	0.0	7.5314	0.0	0.0	8.9829	0.0	0.0	7.459	0.0	0.0	3.4594	0.0	4.5236	0.0	0.0	8.2288	0.0	9.2691	0.0	8.5236	2.3219	1.585	6.4429	11.2439	1.0	0.0	9.1059	11.5144	0.0	0.0	10.3864	0.0	0.0	7.4757	1.585	8.1085	0.0	2.3219	1.585	9.1898	0.0	5.9773	0.0	8.9454	0.0	11.2336	0.0	0.0	0.0	9.9159	0.0	8.4592	8.6073
MAP4K3	0.0	0.0	0.0	0.0	1.585	2.3219	0.0	2.0	2.0	4.3923	8.5547	2.585	7.3219	5.4594	0.0	0.0	1.585	6.9426	4.3923	0.0	0.0	1.585	5.0444	0.0	7.2946	3.7004	2.3219	0.0	1.0	8.0805	4.4594	0.0	3.1699	2.585	7.1085	8.6618	3.9828	8.4305	1.585	5.3576	7.5157	1.585	0.0	4.585	7.8272	3.1699	9.0084	9.7515	1.0	0.0	2.8074	7.2192	7.9715	7.3837	5.9542	1.585	8.2095	2.342	6.2479	7.4136	1.585	2.0	1.0	0.0	6.6724	8.9248	8.5469	0.0	0.0	7.3309	1.0	5.2095	2.0	0.0	1.0	0.0	3.9991	0.0	0.0	6.8074	6.9426	7.5774	1.585	2.585	0.0	5.6713	6.5236	4.7004	1.0	6.8074	4.6439	5.2095	3.8074	2.585	7.4179	0.0	8.8796	5.3078	7.1599	0.0
