sample	H9_Batch1.055	H1_Exp2.142	TB_Batch2.123	EC_Batch1.017	H9_Batch2.107	H9_Batch2.156	H1_Exp2.140	H1_Exp3.236	TB_Batch2.110	HFF_Batch2.120	DEC_Batch2.130	NPC_Batch2.151	NPC_Batch2.107	H1_Exp1.011	H1_Exp2.087	H9_Batch1.046	DEC_Batch2.124	H1_Exp1.048	DEC_Batch2.136	DEC_Batch1.052	H9_Batch2.158	EC_Batch1.018	H9_Batch2.143	H9_Batch1.029	DEC_Batch1.026	H1_Exp1.064	H9_Batch2.131	H9_Batch2.150	H1_Exp2.139	EC_Batch1.071	EC_Batch1.040	H1_Exp3.281	NPC_Batch2.094	TB_Batch2.099	HFF_Batch2.075	HFF_Batch2.077	H1_Exp1.064	H1_Exp2.091	DEC_Batch2.087	H1_Exp1.017	HFF_Batch3.142	DEC_Batch1.040	DEC_Batch1.012	HFF_Batch1.039	NPC_Batch1.086	H9_Batch2.129	NPC_Batch1.024	HFF_Batch2.056	H1_Exp2.104	HFF_Batch1.038	H9_Batch2.108	EC_Batch1.037	NPC_Batch1.051	NPC_Batch1.030	H9_Batch1.073	EC_Batch1.020	H1_Exp2.108	H1_Exp2.091	DEC_Batch1.037	NPC_Batch2.145	EC_Batch2.112	HFF_Batch3.148	DEC_Batch1.026	HFF_Batch2.054	H1_Exp2.088	H9_Batch1.006	DEC_Batch1.024	H1_Exp1.019	EC_Batch1.020	DEC_Batch2.098	HFF_Batch1.016	H1_Exp2.085	H9_Batch2.131	DEC_Batch1.026	HFF_Batch1.043	DEC_Batch1.062	H1_Exp2.153	HFF_Batch2.101	NPC_Batch1.022	NPC_Batch1.027	DEC_Batch2.102	HFF_Batch3.150	NPC_Batch2.090	DEC_Batch2.106	H1_Exp1.052	HFF_Batch1.031	H1_Exp1.007	H1_Exp2.085	H9_Batch2.131	NPC_Batch1.082	NPC_Batch1.044	H9_Batch2.151	H1_Exp3.263	H9_Batch1.080	H9_Batch2.147	NPC_Batch1.009	DEC_Batch2.095	NPC_Batch1.082	HFF_Batch1.041	H1_Exp2.152
KRTAP1-5	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	6.4365	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	3.1655	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	5.1962	-0.2022	-0.2022	-0.2022	5.2185	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022	-0.2022
DDX47	0.4254	0.6136	-1.787	-4.0557	0.4086	0.4426	-0.0362	0.3307	0.5316	0.3504	0.3835	0.5319	0.1565	0.1676	0.3311	0.1234	-0.4103	0.2749	0.2887	0.0871	0.5675	-4.0557	0.5499	0.2607	0.5171	0.2118	0.4496	0.4044	0.4908	-4.0557	-0.1574	0.6724	0.4252	0.5615	0.336	0.5154	0.2118	0.2698	-0.1197	-0.2092	0.4761	-1.8139	0.4864	0.2812	-0.0722	0.3097	-0.1115	0.2669	0.0851	0.4232	0.303	-0.9601	-2.2823	0.0969	0.3875	-4.0557	0.2939	0.2698	0.5518	0.1433	-0.5629	0.193	0.5171	0.5115	0.081	0.1208	0.7095	0.0483	-4.0557	0.3623	0.4909	0.2167	0.4496	0.5171	0.6091	-1.8139	-0.3291	0.711	0.1327	0.4353	0.3071	-0.4162	-4.0557	-0.4471	0.3075	0.6526	-0.0759	0.2167	0.4496	0.0969	0.2853	0.6175	0.536	0.5116	0.4026	0.1036	-0.1975	0.0969	0.4113	0.0674
KCNJ15	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	6.7395	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	6.5779	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661	-0.1661
PAX6	-0.6878	0.9365	-0.6878	-0.6878	0.3886	-0.6878	-0.6878	-0.6878	-0.6878	-0.6878	-0.6878	0.777	1.4812	-0.6878	-0.6878	-0.6878	1.5456	-0.6878	1.4883	1.4254	-0.6878	-0.6878	-0.6878	-0.6878	0.9631	-0.6878	-0.6878	-0.6878	-0.6878	-0.6878	-0.6878	-0.0087	1.4674	-0.6878	-0.6878	-0.6878	-0.6878	-0.6878	1.0269	-0.6878	-0.6878	1.6412	-0.0087	-0.6878	1.8723	-0.6878	1.834	-0.6878	-0.6878	-0.6878	-0.6878	-0.6878	1.3238	1.8194	-0.6878	-0.6878	-0.6878	-0.6878	1.7589	1.8335	-0.6878	-0.6878	0.9631	-0.6878	-0.6878	-0.6878	-0.6878	-0.6878	-0.6878	-0.6878	-0.6878	-0.0087	-0.6878	0.9631	-0.6878	-0.6878	-0.6878	-0.6878	1.7505	1.9006	1.359	-0.6878	1.7733	0.9218	-0.6878	1.2219	-0.6878	-0.0087	-0.6878	1.7015	1.8483	-0.6878	-0.6878	-0.6878	-0.6878	1.7447	1.5433	1.7015	-0.6878	-0.0087
CD24	0.837	1.0712	0.4497	0.9864	0.8831	0.6293	0.7598	0.5933	0.2594	-1.7834	-0.4533	0.1567	0.1358	0.5406	0.7249	0.7179	-0.0662	0.7552	0.3851	0.2513	0.7317	0.675	0.5902	0.7612	0.0286	0.4362	0.7933	0.7195	0.8363	0.7804	0.7384	0.9601	0.1831	-0.3248	-2.0229	-2.106	0.4362	0.9017	-0.8468	0.3781	-2.7295	0.2854	0.0415	-1.6453	-0.0153	0.82	0.4181	-1.8371	0.8008	-2.2435	0.7765	0.4435	-1.0732	0.1338	0.6197	-0.2374	0.431	0.9017	0.4299	0.2655	0.4307	-2.6302	0.0286	-1.5077	0.6984	0.7669	0.3234	0.4246	-0.2374	-0.2952	-0.1803	0.6076	0.7933	0.0286	-1.7324	-1.4477	0.0279	-1.8487	-0.0117	0.4363	-1.0996	-2.5693	-0.1884	-1.5063	0.484	-1.7502	0.4843	0.6076	0.7933	-0.1328	0.3941	0.9568	0.9319	0.648	0.7667	-0.0269	-0.7083	-0.1328	-2.1967	0.472
SPARC	0.3224	0.1627	0.7853	1.4451	0.6504	-0.9338	-0.0249	-0.4413	0.4513	0.417	0.4161	0.3845	-0.3109	-0.6295	-0.878	-0.2773	0.6188	-0.0074	-3.8213	0.6506	-0.7404	1.4365	0.4052	-0.0985	0.125	-0.2737	-0.3624	-0.287	-1.4867	0.9038	1.0846	-0.0991	0.0391	1.1303	1.0811	1.3523	-0.2737	-1.1754	0.4106	-0.6932	0.9045	-0.012	1.1617	0.9896	-0.2243	0.066	-0.7156	1.2142	-1.1095	1.2911	-0.6056	-3.4336	-6.3105	-0.8035	-0.0468	0.9532	-1.0447	-1.1754	0.7163	-0.2975	-0.0222	1.2072	0.125	0.9081	-0.6619	-0.606	0.4081	-0.995	0.9532	-1.9971	1.3509	-0.4401	-0.3624	0.125	1.0951	0.6344	-3.3467	1.1513	-0.3725	-0.714	-0.2798	0.5456	-0.7247	0.2398	-1.4292	0.5254	-1.2486	-0.4401	-0.3624	-0.6903	0.2156	-0.4827	0.5539	-0.4162	0.2031	-1.1038	0.3457	-0.6903	1.0538	-1.2999
ZIC2	0.7024	0.7583	-1.4313	-1.4313	0.8134	0.718	0.6638	0.7152	-1.4313	-1.4313	0.7745	0.6463	0.8032	0.6088	0.712	0.7381	0.5315	0.6993	0.8021	0.69	0.7931	-1.4313	0.7668	0.678	0.7357	0.582	0.7741	0.7575	0.6571	-1.4313	-1.4313	0.6615	0.7863	-1.4313	-1.4313	-1.4313	0.582	0.7111	0.7127	0.5559	-1.4313	0.7054	0.6449	-1.4313	0.8388	0.7461	0.7181	-1.4313	0.5994	-1.4313	0.7659	-1.4313	0.2095	0.7365	0.5785	-1.4313	0.5709	0.7111	0.7517	0.697	-1.4313	-1.4313	0.7357	-1.4313	0.6599	0.6834	0.7065	0.5349	-1.4313	0.6533	-1.4313	0.6263	0.7741	0.7357	-1.4313	0.7366	0.3863	-1.4313	0.7245	0.8242	0.7403	-1.4313	0.7334	0.7742	0.6362	-1.4313	0.5389	0.6263	0.7741	0.6382	0.7259	0.7313	0.6907	0.6915	0.815	0.6877	0.341	0.6382	-1.4313	0.6354
EPAS1	-0.6433	-0.6433	1.9772	1.7316	-0.6433	-0.6433	-0.6433	-0.6433	1.7907	1.6751	-0.6433	-0.6433	-0.6433	-0.6433	-0.6433	-0.6433	-0.6433	-0.6433	-0.6433	-0.6433	1.3601	-0.6433	1.4052	-0.6433	-0.6433	0.8835	-0.6433	-0.6433	-0.6433	1.4402	0.6972	-0.6433	-0.6433	1.7816	1.5849	1.5653	0.8835	0.8243	-0.6433	-0.6433	1.479	-0.6433	-0.6433	1.6088	-0.6433	-0.6433	-0.6433	1.6805	-0.6433	1.7988	-0.6433	-0.6433	0.3089	-0.6433	-0.6433	1.624	-0.6433	0.8243	-0.6433	-0.6433	1.5133	1.5241	-0.6433	1.3318	-0.6433	-0.6433	-0.6433	0.8243	1.624	-0.6433	1.6716	-0.6433	-0.6433	-0.6433	1.7575	-0.6433	-0.6433	1.5885	-0.6433	-0.6433	-0.6433	1.4052	-0.6433	-0.6433	-0.6433	1.6577	-0.6433	-0.6433	-0.6433	-0.6433	-0.6433	-0.6433	-0.6433	-0.6433	-0.6433	-0.6433	-0.6433	-0.6433	1.7555	-0.6433
LOX	-0.6558	-0.6558	-0.6558	-0.6558	-0.6558	-0.6558	-0.6558	-0.6558	-0.6558	2.0631	1.7276	-0.6558	-0.6558	-0.6558	-0.6558	-0.6558	-0.6558	-0.6558	1.8015	0.5014	-0.6558	-0.6558	-0.6558	-0.6558	-0.6558	-0.6558	1.121	-0.6558	-0.6558	-0.6558	-0.6558	0.0751	-0.6558	-0.6558	2.0712	1.9061	-0.6558	0.754	1.7439	-0.6558	1.89	0.0751	-0.6558	1.9096	-0.6558	-0.6558	-0.6558	2.0483	-0.6558	1.9928	-0.6558	-0.6558	0.0751	0.0751	-0.6558	-0.6558	-0.6558	0.754	-0.6558	-0.6558	1.2763	1.3072	-0.6558	1.9744	-0.6558	-0.6558	-0.6558	-0.6558	-0.6558	-0.6558	1.9926	-0.6558	1.121	-0.6558	1.8513	0.0751	-0.6558	1.9514	-0.6558	-0.6558	1.4757	1.845	-0.6558	0.754	-0.6558	2.0155	-0.6558	-0.6558	1.121	-0.6558	-0.6558	-0.6558	-0.6558	0.3457	-0.6558	-0.6558	1.0596	-0.6558	1.8971	-0.6558
ELTD1	1.9494	-0.5337	-0.5337	2.4536	-0.5337	-0.5337	-0.5337	0.232	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	2.4327	-0.5337	2.104	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	2.4033	2.2024	-0.5337	-0.5337	0.232	0.6799	0.232	-0.5337	0.232	-0.5337	0.9432	1.6361	-0.5337	-0.5337	-0.5337	-0.5337	0.232	-0.5337	1.5819	-0.5337	-0.5337	-0.5337	2.3297	-0.5337	-0.5337	1.4095	2.0648	-0.5337	0.232	-0.5337	-0.5337	2.1822	-0.5337	-0.5337	0.6799	-0.5337	-0.5337	-0.5337	-0.5337	2.0648	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	1.8303	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337	1.5214	-0.5337	-0.5337	-0.5337	-0.5337	-0.5337
GREM1	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	2.2182	-0.5556	0.7496	0.9515	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	1.6695	-0.5556	2.0899	2.2498	-0.5556	-0.5556	-0.5556	-0.5556	1.1941	-0.5556	-0.5556	2.1893	1.9622	-0.5556	-0.5556	2.15	-0.5556	1.6218	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	0.9515	-0.5556	0.8325	-0.5556	0.6388	-0.5556	-0.5556	-0.5556	0.198	-0.5556	-0.5556	2.086	-0.5556	-0.5556	-0.5556	2.1021	-0.5556	-0.5556	2.0802	-0.5556	-0.5556	-0.5556	0.4769	0.198	-0.5556	-0.5556	2.1265	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	-0.5556	2.1659	-0.5556
CARTPT	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	8.1143	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	5.2012	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434	-0.1434
KAT7	0.7215	0.7831	0.4409	0.7438	0.7184	0.6222	-0.1521	0.5444	0.5967	0.7135	0.1414	-0.1741	0.3711	0.5486	0.6511	0.745	-1.175	0.7237	0.1136	-2.9819	-0.69	0.4832	0.4915	-0.0135	-1.175	0.2705	0.5095	0.6403	0.9674	0.6008	0.8914	0.8028	-0.119	-0.4459	-1.3284	0.2214	0.2705	0.6054	0.6286	0.5291	-2.9819	0.5159	-2.9819	0.2138	-0.1317	0.6258	-0.3773	0.4127	0.7675	-2.9819	0.6695	-1.5525	-1.0884	0.3837	0.5104	0.7396	0.5576	0.6054	-0.4675	0.2023	0.6359	0.299	-1.175	-1.9386	0.6927	0.4442	-0.7789	0.2404	0.7396	-1.175	-1.5525	0.6361	0.5095	-1.175	0.5668	-2.9819	0.3927	-1.5525	0.6176	0.7406	0.5462	-0.7764	0.0849	-0.8328	0.5444	-2.9819	0.2348	0.6361	0.5095	0.2304	0.5025	0.7445	0.5499	0.7234	0.8142	0.5121	0.1256	0.2304	0.1813	0.326
ERG	-0.4139	-0.4139	-0.4139	3.2909	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	2.7702	1.3563	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	3.0612	3.0855	1.5659	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	1.8168	-0.4139	-0.4139	-0.4139	2.5558	-0.4139	-0.4139	-0.4139	-0.4139	3.1051	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	2.5558	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	2.6607	0.9029	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	2.1091	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139	-0.4139
NUDT21	0.5183	0.8175	0.7041	1.1165	0.7733	0.2988	0.3358	0.5644	0.2004	0.5247	0.1039	-0.0152	0.2676	0.3084	0.3432	0.6813	-3.0027	0.5148	-0.3282	-1.8277	0.0792	0.7265	0.5888	0.6945	0.301	0.2017	0.6966	0.5243	0.6257	-0.0626	0.7525	0.715	0.0643	0.6011	0.1713	-0.2607	0.2017	0.7023	0.1491	-0.0427	-2.1864	0.2478	0.5046	0.7078	-0.0508	0.6105	-0.1194	0.3346	0.5353	0.1507	0.5583	-1.8277	-0.9574	0.0781	0.5332	0.6087	0.3993	0.7023	0.5313	0.3265	0.2062	-1.7066	0.301	0.1222	0.5139	0.5938	0.6251	0.3163	0.6087	-4.3983	0.2568	0.1828	0.6966	0.301	0.4009	0.3837	-0.1572	0.3279	0.2974	0.4464	-1.237	-0.4937	-0.39	-0.1477	0.4243	0.3062	0.028	0.1828	0.6966	0.0843	0.2126	0.6126	0.5062	0.7309	0.2988	-0.037	-0.4104	0.0843	0.1856	0.0708
MEST	0.5903	0.6531	0.6085	-1.3826	0.6333	0.4463	0.5772	0.5349	0.5847	-2.5868	-2.5868	0.3246	-0.1128	0.491	0.5971	0.4614	-0.6912	0.4789	0.6604	0.2137	0.4195	-0.8916	0.5482	0.555	0.1302	0.3608	0.543	0.5559	0.5679	0.5466	0.533	0.6205	0.0637	0.6121	0.2887	0.4537	0.3608	0.6142	-0.4198	0.348	-1.0645	-0.18	-0.5461	0.251	0.6458	0.4609	0.5103	0.291	0.5525	-2.5868	0.5852	-0.088	0.5598	0.5022	0.5684	0.2413	0.4022	0.6142	0.3494	0.3314	-2.5868	-0.8923	0.1302	-1.3826	0.4617	0.5685	0.5081	0.3309	0.2413	-1.7079	-2.5868	0.491	0.543	0.1302	-2.5868	0.6516	0.2304	-1.1938	0.5694	0.6804	0.3235	-2.5868	0.4416	0.3921	0.3472	0.1877	0.1931	0.491	0.543	0.4555	0.5926	0.5745	0.5299	0.5193	0.5485	0.4191	-0.4708	0.4555	-2.5868	0.404
SCN7A	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	0.8031	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	3.9166	-0.3174	-0.3174	-0.3174	-0.3174	2.2001	-0.3174	-0.3174	3.7862	3.9615	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	3.9021	-0.3174	-0.3174	-0.3174	-0.3174	3.3097	-0.3174	-0.3174	-0.3174	-0.3174	2.5807	-0.3174	2.8543	3.9021	-0.3174	-0.3174	-0.3174	2.2001	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	2.3832	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	2.2001	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174	-0.3174
SELP	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	2.1172	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	7.7252	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	8.0216	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714	-0.1714
MCM7	0.7242	0.8515	-1.4587	-0.7248	0.7241	0.5795	0.7011	0.6423	0.5143	-1.2583	0.693	0.5526	0.2603	0.5831	0.563	0.6914	-0.9375	0.5549	0.7811	-0.3943	0.5379	-0.3464	0.5675	0.5935	-0.8151	0.5529	0.6805	0.6192	0.6468	-1.804	-2.7369	0.7522	0.3875	-0.1407	0.1726	0.3907	0.5529	0.5744	0.4436	0.4252	-2.7369	0.6288	0.4968	0.1271	0.4899	0.7625	0.4646	0.5118	0.7239	-0.1407	0.6941	-2.7369	0.3824	0.4108	0.6164	-1.804	0.3852	0.5744	-0.6237	0.4421	0.5341	0.3702	-0.8151	-1.804	0.5323	0.5372	-0.5258	0.3942	-1.804	0.7085	0.3869	0.5503	0.6805	-0.8151	-0.4367	0.613	0.3117	-0.136	0.496	0.5439	-0.8151	-1.804	0.3108	0.5905	0.3894	0.4435	0.3909	0.5503	0.6805	0.2589	0.4744	0.7316	0.7454	0.6223	0.6565	0.274	-0.1313	0.2589	0.4724	0.5297
AQPEP	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	9.2195	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	10.8017	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046	-0.1046
LCLAT1	0.358	0.4433	-4.2572	-2.1331	0.6215	0.4449	0.3375	-0.1501	0.6319	0.7441	0.6735	0.6146	-0.2032	0.4326	0.1875	0.3769	-2.421	0.0619	0.3825	-0.5413	0.474	-0.1776	0.5101	0.467	-1.5769	0.2817	0.576	0.4227	0.3885	0.432	-4.2572	0.5957	0.4747	0.5001	0.505	0.6608	0.2817	0.4949	0.3656	0.2545	0.463	-4.2572	0.4267	-0.1568	0.1066	0.3357	0.3559	0.5875	0.4654	0.7386	0.6436	-2.4067	-1.6723	-1.7887	0.4237	0.5405	0.1227	0.4949	0.7219	-0.436	0.0354	0.1345	-1.5769	0.6792	0.2187	0.3793	-1.1818	0.1633	0.5405	-1.3089	0.6352	-1.5769	0.576	-1.5769	0.4752	-2.917	-0.1914	0.2961	0.1969	-4.2572	0.3611	0.419	0.3563	0.5947	-0.1308	0.3223	-0.2563	-1.5769	0.576	0.0063	0.5068	0.6314	0.3499	0.4423	0.3545	-0.0359	-0.9315	0.0063	0.6656	0.2151
CFH	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	0.6455	-0.3664	-0.3664	-0.3664	0.6455	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	0.8449	3.2201	-0.3664	-0.3664	-0.3664	-0.3664	2.6756	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	0.6455	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	2.9938	-0.3664	1.9831	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	3.2169	-0.3664	-0.3664	-0.3664	1.928	-0.3664	-0.3664	3.3067	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	-0.3664	2.6187	-0.3664
